2017-03-10T11:57:41.573129	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T11:57:47.834660	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T11:57:47.837154	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:55:10.710557	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T12:55:16.535675	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:55:16.537476	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:56:48.790828	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:56:48.792635	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T12:58:12.661285	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T12:58:12.663733	MODE: Active	type i	Server msg: 200 The requested action has been successfully completed.
2017-03-10T13:11:14.330647	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:34.945605	MODE: Active	dir u p	Server msg: 421 Service not available. User needs authentication
2017-03-10T13:11:39.887082	MODE: Active	login u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:41.779274	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:11:47.498489	MODE: Active	user u p	Server msg: 230 User logged in, proceed. 
2017-03-10T13:11:56.851356	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:04.197284	MODE: Active	cd ..	Server msg: 550 Requested action not taken. : not accessible path ..
2017-03-10T13:12:27.880483	MODE: Active	cd test_file_source	Server msg: 250 Requested file action okay, completed.
2017-03-10T13:12:30.307806	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-10T13:12:33.503899	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:01.851496	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:02.053613	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:02.266412	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:02.468680	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:02.670550	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:02.882740	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:03.085198	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:03.287619	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:03.499840	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:03.702001	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:03.905115	User : admin	MODE: Active	move juan/birds/bird.jpg maria/pets/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:04.108387	User : admin	MODE: Active	mv ronny/photos/byebeard.jpg maria/pets/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:04.312183	User : admin	MODE: Active	move jenny/pics/hoot.jpg maria/pets/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:04.515053	User : admin	MODE: Active	move luis/docs/panda.jpg maria/pets/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:04.718078	User : admin	MODE: Active	move emma/school/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:04.920826	User : admin	MODE: Active	move emma/school/lorem.txt maria/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:05.123980	User : admin	MODE: Active	mv juan/birds/landscape.jpg maria/photos/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:30:05.326672	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:30:05.529978	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:30:05.742586	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:05.943857	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:30:06.146137	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:30:06.347644	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T17:30:06.551117	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T17:30:06.762932	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:06.965818	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:30:07.179674	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:07.382887	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:30:07.593842	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:30:07.795755	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:30:08.006281	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:04.329410	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:35:04.531916	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:04.733911	User : admin	MODE: Active	rmdir birds	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:04.935779	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:05.137457	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:05.338579	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:05.540273	User : admin	MODE: Active	cd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:05.742036	User : admin	MODE: Active	rmd docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:05.943089	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:06.145593	User : admin	MODE: Active	cd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:06.347957	User : admin	MODE: Active	rmd pics	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:06.549446	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:06.751837	User : admin	MODE: Active	rmdir emma/school	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:06.954467	User : admin	MODE: Active	rmd ronny/docs	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:07.157018	User : admin	MODE: Active	rmd ronny/photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:07.360463	User : admin	MODE: Active	rm maria/pets/bird.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:35:07.562826	User : admin	MODE: Active	delete maria/school/putty.exe	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:35:07.764697	User : admin	MODE: Active	remove maria/school/lorem.txt	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:35:07.966473	User : admin	MODE: Active	remove maria/photos/landscape.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:35:08.168194	User : admin	MODE: Active	rm maria/pets/byebeard.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:35:08.369972	User : admin	MODE: Active	delete maria/pets/hoot.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:35:08.571786	User : admin	MODE: Active	rm maria/pets/panda.jpg	Server msg: 200 The requested action has been successfully completed.
2017-03-12T17:35:08.772954	User : admin	MODE: Active	cd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:08.974724	User : admin	MODE: Active	rmdir pets	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:09.176283	User : admin	MODE: Active	rmdir photos	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:09.377782	User : admin	MODE: Active	rmdir school	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:09.578883	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:09.780230	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:09.989983	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:10.191144	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:10.392269	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:10.599670	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:10.800816	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:11.001876	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:11.209040	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:11.410097	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:11.611135	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:11.817736	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:12.018820	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:12.219840	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:12.426875	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:12.627961	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:12.829031	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:13.039677	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:13.241165	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:35:13.442763	User : admin	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:35:13.644894	User : juan	MODE: Active	login juan juan1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:35:13.851952	User : juan	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:14.052976	User : juan	MODE: Active	logout	Server msg: 231 User logged out; service terminated.
2017-03-12T17:35:14.254549	User : juan	MODE: Active	login luis luispass	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:35:14.455324	User : juan	MODE: Active	dir	Server msg: 421 Service not available. User needs authentication
2017-03-12T17:35:14.657512	User : maria	MODE: Active	login maria mypass	Server msg: 230 User logged in, proceed. 
2017-03-12T17:35:14.865237	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:15.067321	User : maria	MODE: Active	user emma em12345	Server msg: 421 Service not available. Your account is not accessible, please contact the administrator
2017-03-12T17:35:15.274932	User : maria	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:15.476474	User : jenny	MODE: Active	login jenny jpass1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:35:15.682175	User : jenny	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:35:15.883751	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:35:16.094082	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:37:05.226152	User : admin	MODE: Active	login admin admin1234	Server msg: 230 User logged in, proceed. 
2017-03-12T17:37:05.429659	User : admin	MODE: Active	mkdir juan/birds	Server msg: 257 Directory created.
2017-03-12T17:37:05.631667	User : admin	MODE: Active	mkd juan/pics	Server msg: 257 Directory created.
2017-03-12T17:37:05.833834	User : admin	MODE: Active	mkd juan/docs	Server msg: 257 Directory created.
2017-03-12T17:37:06.036621	User : admin	MODE: Active	mkd luis/docs	Server msg: 257 Directory created.
2017-03-12T17:37:06.240224	User : admin	MODE: Active	mkd jenny/pics	Server msg: 257 Directory created.
2017-03-12T17:37:06.443312	User : admin	MODE: Active	mkdir maria/pets	Server msg: 257 Directory created.
2017-03-12T17:37:06.645359	User : admin	MODE: Active	mkdir maria/photos	Server msg: 257 Directory created.
2017-03-12T17:37:06.847098	User : admin	MODE: Active	mkd maria/school	Server msg: 257 Directory created.
2017-03-12T17:37:07.048988	User : admin	MODE: Active	mkd emma/school	Server msg: 257 Directory created.
2017-03-12T17:37:07.250812	User : admin	MODE: Active	mkdir ronny/docs	Server msg: 257 Directory created.
2017-03-12T17:37:07.452634	User : admin	MODE: Active	mkd ronny/photos	Server msg: 257 Directory created.
2017-03-12T17:37:07.657036	User : admin	MODE: Active	copy test_file_source/bird.jpg juan/birds/bird.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:07.861021	User : admin	MODE: Active	copy test_file_source/hoot.jpg jenny/pics/hoot.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:08.074882	User : admin	MODE: Active	copy test_file_source/putty.exe emma/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:08.278962	User : admin	MODE: Active	copy test_file_source/lorem.txt emma/school/lorem.txt	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:08.486512	User : admin	MODE: Active	copy test_file_source/panda.jpg luis/docs/panda.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:08.690277	User : admin	MODE: Active	copy test_file_source/landscape.jpg juan/birds/landscape.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:08.899829	User : admin	MODE: Active	copy test_file_source/putty.exe maria/school/putty.exe	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:09.105250	User : admin	MODE: Active	copy test_file_source/byebeard.jpg ronny/photos/byebeard.jpg	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:09.306836	User : admin	MODE: Active	cd juan	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:09.521014	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:37:09.722556	User : admin	MODE: Active	cd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:09.924030	User : admin	MODE: Active	cwd maria	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:10.145731	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:37:10.347806	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:10.549769	User : admin	MODE: Active	cwd jenny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:10.768607	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:37:10.970914	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:11.173263	User : admin	MODE: Active	cwd luis	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:11.393339	User : admin	MODE: Active	dir	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:37:11.594869	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:11.796181	User : admin	MODE: Active	cwd emma	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:12.007543	User : admin	MODE: Active	ls	Server msg: 226 Closing data connection. Requested file action successful
2017-03-12T17:37:12.209449	User : admin	MODE: Active	cwd ..	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:12.411044	User : admin	MODE: Active	cwd ronny	Server msg: 250 Requested file action okay, completed.
2017-03-12T17:37:12.624296	User : admin	MODE: Active	list	Server msg: 226 Closing data connection. Requested file action successful
